,BCOMTR Index,HFRIFWI Index,LBUSTRUU Index,LG30TRUU Index,LMBITR Index,NDDUE15X Index,NDDUJN Index,NDDUNA Index,NDDUPXJ Index,NDDUUK Index,NDDUWXUS Index,NDUEEGF Index,RU10GRTR Index,RU10VATR Index,RU20GRTR Index,RU20INTR Index,RU20VATR Index,RUMCINTR Index,RUMRINTR Index,RUTPINTR Index,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,SPXT Index
2012/4/18,275.8204,10879.963,1790.87,887.0858,966.5384,3948.796,3839.42,3720.437,4387.709,4785.009,3936.525,400.389,577.717,743.733,3131.167,3650.3,5755.45,6441.02,1168.0408,3176.7423,355.353,351.68,521.01,206.37,428.41,318.36,488.34,231.76,140.77,128.53,176.67,2392.57
2012/4/19,276.5351,10879.963,1792.41,887.8483,967.7408,3925.112,3807.81,3700.371,4390.425,4793.505,3922.396,400.4,573.316,741.505,3112.413,3630.28,5726.79,6423.61,1161.1559,3156.2485,352.3062,350.55,519.53,205.45,429.18,315.04,482.13,231.05,140.68,128.79,176.14,2378.48
2012/4/20,277.8977,10879.963,1791.08,889.628,967.8639,3973.07,3790.478,3704.743,4399.007,4832.191,3944.43,399.702,573.592,742.79,3125.521,3653.71,5776.68,6427.97,1171.7776,3160.2442,352.9737,353.59,519.06,204.4,431.43,317.43,479.54,231.22,142.3,129.64,177.96,2381.32
2012/4/23,277.318,10879.963,1793.16,888.4494,969.3145,3839.997,3803.845,3670.704,4347.797,4737.833,3869.626,394.423,568.441,736.61,3079.445,3598.32,5686.67,6360.05,1154.332,3135.382,349.1357,348.46,518.5,202.83,428.07,314.2,475.97,227.98,140.34,128.78,176.94,2361.35
2012/4/24,277.7775,10879.963,1791.5,890.6661,969.4428,3914.595,3773.234,3684.373,4363.302,4790.17,3904.48,395.664,568.102,742.01,3093.436,3626.56,5750.16,6371.34,1169.109,3147.6538,347.9426,348.51,522.32,205.14,429.67,318.04,473.12,227.92,142.62,132.37,178.32,2370.04
2012/4/25,279.1127,10879.963,1790.54,893.1093,969.126,3968.986,3784.849,3736.25,4376.169,4792.285,3934.2,395.902,578.94,748.825,3159.052,3690.6,5831.33,6467.71,1185.897,3191.1813,353.8416,350.29,526.88,207.07,434.18,318.84,488.17,233.09,144.28,132.49,179.22,2402.71
2012/4/26,280.6358,10879.963,1791.98,894.8178,969.259,3979.309,3816.673,3760.236,4402.794,4840.919,3956.515,397.638,582.27,754.95,3189.138,3719.36,5866.67,6524.8,1189.8183,3210.8601,358.0091,353.16,530.77,208.79,433.86,320.71,491.25,232.64,144.65,134.67,180.32,2418.89
2012/4/27,282.7977,10879.963,1793.39,897.3805,969.3573,4021.31,3806.894,3772.077,4408.736,4879.142,3982.108,399.127,585.02,755.481,3214.886,3751.88,5921.91,6552.5,1203.8026,3217.7139,362.7272,352.84,530.49,208.73,434.58,322.54,491.22,233.48,145.65,135.3,180.92,2424.78
2012/4/30,284.1211,10824.244,1794.82,899.2007,969.744,3985.794,3835.74,3757.797,4436.641,4846.611,3971.377,401.81,582.166,752.841,3183.303,3712.86,5856.88,6521.62,1191.0132,3204.8765,360.9568,351.85,533.15,207.53,434.26,319.81,487.02,231.75,145.53,136.12,181.23,2415.42
2012/5/1,284.6019,10824.244,1792.43,900.9551,970.0911,3983.09,3747.086,3778.785,4443.409,4903.921,3966.324,401.63,583.923,758.924,3183.317,3708.45,5842.94,6559.39,1184.1591,3222.1088,362.8755,352.57,540.68,209.9,435.55,320.69,488.12,233,146.95,136.79,182.1,2429.1
2012/5/2,279.928,10824.244,1795.45,901.5839,971.2621,3947.069,3758.047,3766.218,4451.432,4856.016,3942.118,403.406,584.132,755.551,3197.475,3720.88,5856.08,6553.91,1189.13,3214.1117,364.8426,353.64,532,207.89,435.09,320.91,488.73,231.63,146.68,136.75,181.03,2423.29
2012/5/3,278.2747,10824.244,1796.29,902.9115,972.0424,3948.335,3748.696,3733.112,4435.229,4864.374,3933.697,401.27,579.261,749.087,3145.888,3666.63,5779.88,6478.7,1172.0624,3190.9973,362.23,353.85,524.11,206.12,433.42,318.16,483.64,229.08,145.84,136.82,180.03,2405.17
2012/5/4,275.7682,10824.244,1798.98,902.9011,973.6708,3879.269,3772.161,3671.383,4386.393,4757.897,3881.22,396.859,568.816,738.65,3088.015,3599.63,5674.97,6378.91,1148.2329,3139.0467,355.0624,351,512.76,202.74,427.83,313.8,472.8,225.32,144.36,135.55,180.31,2366.39
2012/5/7,276.1239,10824.244,1799.11,902.6538,974.6507,3890.374,3668.786,3672.22,4289.197,4764.669,3853.513,392.533,568.497,739.802,3091.004,3608.67,5698.03,6384.51,1153.8489,3140.0373,354.9713,351.39,511.65,204.13,428.66,313.31,471.37,225.34,145.61,136.15,179.87,2367.26
2012/5/8,274.0369,10824.244,1801.12,900.6914,976.4113,3810.333,3696.122,3652.569,4275.456,4669.877,3804.718,388.896,566.022,736.929,3079.956,3605.47,5708.29,6348.78,1156.8219,3129.0011,350.5507,350.89,509.77,202.72,429.29,312.28,469.11,224.18,145.26,135.92,180.2,2357.45
2012/5/9,273.3016,10824.244,1799.64,897.8459,977.0336,3778.393,3658.524,3629.039,4218.768,4650.912,3773.077,383.204,562.946,731.858,3064.092,3586.82,5678.63,6321.48,1151.0516,3107.3929,348.9206,348.54,506.16,200.39,425.25,308.44,468.75,222.4,144.59,135.23,180.07,2342.31
2012/5/10,273.5119,10824.244,1798.54,898.6906,976.7856,3812.373,3636.126,3640.382,4252.267,4679.9,3792.199,384.317,563.329,735.392,3068.942,3599.87,5710.91,6334.12,1157.3314,3116.761,350.3377,351.08,508.03,201.5,428.56,308.8,465.22,221.74,144.8,136.4,182.01,2348.93
2012/5/11,270.9819,10824.244,1800.54,897.7929,977.242,3823.596,3613.411,3630.571,4215.179,4688.056,3790.089,380.534,563.083,731.518,3068.345,3592.86,5689.86,6334.5,1153.2899,3104.2932,349.8509,350.14,504.42,199.1,427.94,308.13,464.71,220.88,145.2,138.05,181.93,2341.23
2012/5/14,267.6999,10824.244,1802.92,893.5205,978.4126,3709.76,3615.3,3586.567,4189.051,4598.699,3721.408,373.31,556.83,723.196,3022.233,3542.48,5615.8,6256.3,1138.1518,3070.8319,344.8054,348.9,496.59,194.95,426.11,304.45,460.36,217.75,143.36,137.31,181.41,2315.45
2012/5/15,269.2284,10824.244,1802.84,890.6601,978.0913,3663.065,3556.895,3563.721,4176.456,4557.607,3678.796,371.353,554.426,718.247,3015.143,3535.46,5606.71,6214.21,1137.1312,3055.2521,344.034,348.7,489.22,193.86,423.86,302.65,458.22,214.42,142.67,136.8,180.39,2302.56
2012/5/16,270.1134,10824.244,1802.69,886.073,976.1768,3644.074,3505.669,3547.946,4068.705,4500.16,3637.858,362.807,552.16,714.917,2997.604,3511.87,5564.49,6170.81,1127.9611,3045.2577,343.7426,349.68,486.95,191.05,424.65,302.41,454.48,211.92,140.61,136.23,180.31,2293.21
2012/5/17,271.5763,10824.244,1805.19,881.0767,977.1388,3604.07,3580.947,3494.953,4055.001,4416.408,3619.105,361.493,541.648,705.194,2921.003,3431.32,5451.41,6023.91,1107.1731,3004.6915,334.3073,347.35,483.63,187.03,420.5,296.31,446.76,207.5,136.91,136.75,179.22,2258.93
2012/5/18,273.4938,10824.244,1804.09,877.6394,977.1422,3579.5,3486.528,3468.662,3946.028,4355.914,3566.744,355.98,536.728,700.376,2891.252,3398.96,5404.08,5957.45,1096.7235,2984.4564,332.3088,345.33,480.27,185.1,417.06,295,441.33,206.38,135.57,137.68,179.1,2242.25
2012/5/21,272.9343,10824.244,1802.86,876.897,977.4309,3619.361,3476.185,3520.223,3969.701,4384.264,3584.461,358.861,548.844,708.268,2971.248,3478.38,5507.31,6092.32,1119.4053,3028.4352,337.6406,346.75,490.45,186.91,421,301.52,453.79,212.61,138.77,137.62,179.43,2278.24
2012/5/22,270.3725,10824.244,1798.53,879.0313,975.9573,3686.351,3493.878,3527.379,4019.286,4464.802,3638.964,361.259,548.509,709.758,2952.683,3455.67,5469.82,6105.91,1105.698,3028.7362,338.7078,347.14,488.87,188.21,420.27,302.16,452.4,211.26,138.87,137.47,180.51,2279.4
2012/5/23,266.1719,10824.244,1802.85,875.0993,975.8009,3548.135,3466.657,3533.289,3912.829,4329.45,3548.705,352.564,550.759,709.71,2977.913,3480.96,5503.14,6134.29,1112.291,3031.7867,340.698,346.19,490.77,188.96,417.71,304.06,453.22,213.56,139.26,137.15,179.34,2283.36
2012/5/24,266.2366,10824.244,1800.18,874.2269,975.809,3578.274,3461.564,3538.623,3919.28,4389.692,3570.649,354.665,550.381,712.444,2977.68,3487.54,5524.37,6141.26,1114.1214,3036.9135,342.3688,349.25,490.48,189.14,421.02,303.77,449.33,215.32,139.83,137.95,180.32,2286.87
2012/5/25,266.687,10824.244,1800.93,873.4231,975.8451,3568.695,3454.612,3531.285,3903.838,4378.86,3561.138,354.744,548.828,711.678,2979.01,3486.84,5519.71,6143.84,1113.2176,3028.0003,341.9684,349.11,488.9,188.42,420.48,301.97,448.58,214.35,139.24,138.31,180.7,2281.92
2012/5/28,266.687,10824.244,1800.93,874.0036,975.8451,3567.569,3459.062,3532.017,3952.88,4401.751,3571.664,357.651,548.828,711.678,2979.01,3486.84,5519.71,6143.84,1113.2176,3028.0003,341.9684,349.11,488.9,188.42,420.48,301.97,448.58,214.35,139.24,138.31,180.7,2281.92
2012/5/29,263.7089,10824.244,1801.99,875.3668,976.3113,3597.406,3485.815,3570.36,4002.844,4422.507,3599.857,362.542,555.323,719.569,3024.503,3536.04,5591.21,6222.88,1124.9181,3061.0001,346.4297,351.3,495.38,191.06,421.99,305.68,454.92,218,141.37,139.37,181.42,2307.57
2012/5/30,260.2759,10824.244,1808.79,872.0631,977.4436,3502.893,3492.579,3516.818,3935.655,4310.291,3531.29,357.251,547.648,708.278,2964.648,3467.76,5485.91,6105.45,1108.2854,3021.0605,340.8866,348.33,480.65,186.84,418.88,300.4,451.58,214.26,138.02,138.61,179.93,2275.19
2012/5/31,258.1752,10541.67,1811.06,870.7376,977.7899,3479.437,3493.331,3509.363,3911.248,4290.651,3518.622,356.75,544.822,708.694,2956.455,3467.1,5498.98,6084.21,1112.538,3015.3569,339.7783,347.33,476.51,188.19,417.37,299.48,448.8,213.23,138.98,139.66,181,2270.25
2012/6/1,255.0253,10541.67,1816.25,866.9152,979.4178,3405.594,3455.868,3422.878,3884.307,4227.003,3463.097,351.908,530.661,691.352,2853.599,3356.2,5338.39,5904,1080.829,2944.6007,329.2176,341.55,466.44,181.21,409.97,291.19,436.56,208.96,135.13,137.58,180.28,2214.41
2012/6/4,256.5094,10541.67,1812.2,865.9281,979.3405,3429.105,3382.005,3421.798,3832.311,4239.682,3452.122,347.456,531.402,689.393,2857.22,3355.47,5329.37,5881.26,1086.9419,2946.3663,330.817,342.45,466.27,179.47,411.38,288.15,438.59,209.22,134.43,138.59,180.93,2214.7
2012/6/5,256.75,10541.67,1810.05,865.5252,978.1782,3433.277,3426.601,3445.833,3882.111,4236.65,3473.291,349.06,534.089,695.18,2896.396,3395.85,5384.68,5949.98,1094.8829,2960.1668,332.0453,341.91,469.09,182.46,413.52,288.73,441.59,210.8,136.78,138.31,181.6,2227.45
2012/6/6,260.3036,10541.67,1805.68,870.8658,975.8942,3514.69,3457.867,3524.059,3950.68,4371.481,3546.265,355.856,546.028,712.001,2974.496,3482.99,5515.89,6089.91,1121.2898,3028.709,339.6024,346.61,483.84,187.87,419.22,296.79,452.91,216.13,140,140.19,183.84,2279.42
2012/6/7,259.9204,10541.67,1806.28,875.7457,974.4554,3564.711,3495.768,3524.227,4011.158,4458.003,3596.088,360.085,545.478,711.718,2952.588,3461.24,5487.57,6067.52,1115.659,3030.2082,339.1588,347.42,484.71,187.43,419.33,298.54,451,216.54,139.37,139.21,185.13,2279.28
2012/6/8,259.0319,10541.67,1806.59,875.3793,974.5508,3533.576,3430.326,3545.751,3949.867,4402.105,3549.451,356.972,549.567,717.797,2987.084,3501.57,5551.34,6116.53,1130.3047,3054.3998,342.1999,350.31,484.73,189.75,422.44,300.81,455.24,218.12,141.18,141.36,185.81,2297.82
2012/6/11,258.0947,10541.67,1810.3,877.2871,974.748,3544.669,3502.215,3501.945,3994.238,4426.532,3574.205,360.844,541.88,708.665,2916.33,3418.99,5420.99,6008.56,1105.7582,3018.8589,336.8701,348.82,479.07,186.11,418.75,297.16,447.39,214.14,138.44,141.49,185.36,2268.94
2012/6/12,257.8116,10541.67,1806.43,876.2066,974.0867,3539.915,3467.134,3541.954,3993.274,4471.155,3576.342,360.182,547.771,717.345,2960.902,3467.18,5491,6079.51,1120.4871,3053.4132,340.8247,350.83,485.27,189.2,422.37,301.86,452.47,218.01,139.87,142.92,185.76,2295.4
2012/6/13,256.1037,10541.67,1810.05,878.4982,974.4816,3566.663,3482.956,3520.7,4015.348,4489.588,3596.8,362.772,542.693,713.517,2921.242,3426.7,5436.3,6010.15,1110.3252,3036.0191,335.5966,349.92,479.96,188.32,421.76,298.88,449.14,214.76,138.95,143.01,185.63,2280.13
2012/6/14,259.0887,10541.67,1809.34,879.2343,975.018,3570.181,3486.779,3553.863,3988.211,4464.718,3590.243,360.717,547.221,722.396,2956.309,3472.21,5515.39,6062.91,1128.3167,3069.419,340.25,354.48,487.97,190.69,427.49,301.54,450.29,216.34,140.86,145.67,187.14,2304.83
2012/6/15,259.009,10541.67,1811.9,881.313,975.5769,3618.016,3514.293,3590.041,4040.769,4501.536,3628.249,365.348,553.445,728.948,2996.551,3513.26,5570.81,6128.59,1141.7382,3100.0992,343.5273,355.47,496.71,193.35,430.12,304.16,456.65,219.11,141.86,145.76,187.96,2328.66
2012/6/18,261.6982,10541.67,1812.57,882.7079,975.9837,3595.37,3565.874,3597.437,4108.094,4519.942,3642.296,368.872,556.22,728.452,3009.191,3518.89,5565.25,6163.35,1139.4632,3102.6371,345.8736,356.05,492.54,192.24,432.11,304.74,459.26,220.11,142.97,146.05,188.63,2332.07
2012/6/19,264.3572,10541.67,1810.68,886.9596,976.0877,3689.5,3540.234,3637.442,4136.953,4611.736,3700.083,372.643,562.006,735.496,3063.205,3582.32,5665.99,6234.29,1160.4661,3131.9714,349.0891,355.74,499.52,195.54,436.29,308.49,463.83,224.4,143.62,145.74,188.27,2355.01
2012/6/20,262.2705,10541.67,1810.11,889.7429,975.4572,3714.331,3585.681,3630.732,4153.693,4651.623,3724.679,374.561,560.929,734.746,3053.174,3571.88,5651.5,6224.53,1158.8106,3127.4609,348.8008,353.86,498,195.95,435.27,307.24,464.89,223.31,143.46,145.06,186.2,2351.14
2012/6/21,257.0931,10541.67,1812.92,889.1225,976.0984,3671.13,3575.742,3545.971,4091.057,4581.423,3674.455,368.31,547.087,719.711,2973.8,3484.69,5522.51,6063.64,1134.8141,3060.8479,341.0184,349.55,478.12,191.46,429.17,300.84,452.6,215.98,140.88,144.07,184.26,2299.16
2012/6/22,257.9774,10541.67,1809.75,888.1028,975.9718,3629.721,3549.357,3568.934,4035.325,4510.313,3635.686,362.36,550.886,724.799,3016.972,3531.97,5592.23,6104.95,1154.1039,3082.5312,342.6782,350.6,480.17,193.19,433.65,302.07,458.1,216.88,140.91,145.26,184.48,2315.65
2012/6/25,262.5855,10541.67,1814.37,887.0767,976.2835,3543.343,3559.015,3513.413,4003.576,4458.234,3590.217,357.238,541.982,713.153,2968.03,3471.56,5491.65,5997.98,1138.8757,3034.6611,337.3986,348.3,471.13,189.19,428.42,296.64,447.92,214.29,140.1,144.04,183.9,2278.98
2012/6/26,263.9397,10541.67,1812.79,887.0652,976.3722,3531.878,3533.574,3530.224,4007.521,4465.867,3583.556,358.318,544.472,717.131,2982.715,3485.8,5509.52,6034.55,1142.9932,3048.8284,341.3605,348.81,476.38,190.27,429.69,297.17,449.13,214.55,140.99,144.44,184.39,2289.86
2012/6/27,265.4377,10541.67,1813.49,887.7955,976.422,3579.517,3551.688,3561.726,4055.494,4517.949,3622.228,360.827,547.858,725.605,3022.187,3538.49,5603.21,6086.44,1157.7665,3076.9132,341.158,351.29,485.34,192.61,434.22,300.36,452.12,216.48,141.72,144.9,186.36,2310.98
2012/6/28,262.4573,10541.67,1815.88,887.9664,976.5883,3557.396,3639.861,3552.786,4035.792,4479.733,3620.961,358.384,545.104,726.539,3015.464,3537.08,5611.2,6088.71,1151.6333,3068.3892,339.5168,352.39,488.25,192.32,432.76,300.05,447.26,216.62,143.01,145.7,186.76,2306.22
2012/6/29,272.3567,10541.67,1811.77,894.8694,976.737,3772.052,3672.903,3643.16,4155.531,4595.203,3749.174,370.518,559.616,743.88,3108.988,3640.11,5764.1,6255.35,1184.435,3143.0712,345.8088,358.92,503.27,197.37,440.76,310.06,462.02,222.94,146.68,147.14,187.8,2363.79
2012/7/2,272.8688,10572.013,1817.9,896.6774,977.187,3780.327,3691.717,3652.103,4183.064,4654.135,3769.431,372.136,561.809,745.312,3148.025,3683.34,5828.64,6277.19,1201.7066,3151.469,347.1979,360.96,503.13,198.44,442.09,307.56,463.25,221.99,148.08,149.27,189.14,2369.75
2012/7/3,280.1898,10572.013,1815.19,899.4424,977.1798,3835,3704.92,3683.404,4211.604,4690.391,3812.58,378.229,565.898,750.37,3190.734,3731.66,5902.51,6338.89,1216.5536,3169.964,346.7735,362.55,514.04,199.31,441.69,310.35,467.38,225.03,148.8,149,188.6,2385.06
2012/7/4,280.1898,10572.013,1815.19,898.5109,977.1798,3805.175,3715.739,3685.292,4246.467,4657.439,3804.853,378.339,565.898,750.37,3190.734,3731.66,5902.51,6338.89,1216.5536,3169.964,346.7735,362.55,514.04,199.31,441.69,310.35,467.38,225.03,148.8,149,188.6,2385.06
2012/7/5,281.7556,10572.013,1817.69,898.5402,977.8008,3740.75,3697.07,3667.078,4258.92,4647.648,3773.145,378.02,565.85,744.24,3189.304,3727,5890.44,6324.04,1215.5041,3154.3711,347.5374,361.36,506.99,196.37,439.24,309.89,468.14,224.69,147.58,148.12,187.64,2373.91
2012/7/6,275.3062,10572.013,1821.26,897.8246,978.8742,3662.284,3693.565,3629.952,4238.947,4620.028,3729.433,374.394,559.814,738.165,3141.642,3680.31,5830.85,6253.79,1203.8909,3126.9305,346.1687,360.87,501.52,194.92,436.09,305.75,459.76,222.07,147.89,146.84,186.96,2352.34
2012/7/9,280.8506,10572.013,1824.08,897.9378,980.3787,3647.786,3648.54,3622.914,4178.374,4595.116,3702.787,370.427,559.357,735.87,3137.501,3669.69,5804.93,6221.61,1202.407,3124.9111,344.3198,360.6,498.67,194.55,438.84,305.55,458.55,220.5,148.37,147.38,186.38,2348.52
2012/7/10,276.545,10572.013,1826.45,898.4696,981.8425,3666.015,3627.895,3591.934,4177.464,4616.907,3704.025,369.869,554.636,729.621,3090.896,3625.87,5752.45,6153.08,1190.243,3101.7648,342.3866,361.1,491.77,193.12,436.16,300.82,453.21,217.3,146.25,147.02,186.81,2329.46
2012/7/11,278.3081,10572.013,1827.34,899.4091,982.8603,3657.004,3614.729,3592.321,4200.218,4636.26,3705.713,369.177,552.288,732.134,3074.625,3612.77,5741.08,6144.1,1188.5419,3101.9807,340.5249,360.74,498.59,194.71,435.67,298.73,450.44,216.64,147.13,147.03,187.83,2329.71
2012/7/12,279.1566,10572.013,1828.73,898.3144,984.8308,3607.945,3584.913,3571.79,4122.676,4544.257,3651.908,362.061,549.719,728.674,3068.708,3600.92,5714.58,6119.73,1185.3166,3086.5121,339.3096,360.8,496.49,192.74,436.67,297.3,445.66,215.43,147.57,145.92,187.9,2318.09
2012/7/13,282.2652,10572.013,1828.15,899.96,985.0025,3670.98,3577.707,3630.763,4171.148,4634.177,3701.177,366.85,557.877,741.536,3112.45,3652.84,5797.89,6213.51,1203.1742,3137.8781,344.7638,364.82,505.18,198.07,441.73,302.94,452.09,219.22,149.78,147.92,189.8,2356.4
2012/7/16,285.0261,10572.013,1831.64,901.2028,986.5335,3670.976,3599.062,3622.369,4192.473,4652.287,3710.446,367.14,556.227,739.892,3097.749,3633.14,5762.78,6186.35,1193.9746,3132.0871,342.7719,363.34,506.67,197.46,442.29,301.04,450.97,218.41,150.13,148.29,189.45,2350.94
2012/7/17,284.4933,10572.013,1829.95,901.8079,986.8322,3662.75,3574.452,3648.325,4238.932,4610.535,3702.602,369.799,559.553,746.19,3106.758,3645.84,5786.28,6232.2,1197.4977,3154.626,346.1483,364.96,512.57,198.97,448.15,302.56,451.95,221.09,151.6,150.06,189.97,2368.36
2012/7/18,288.3187,10572.013,1833.42,903.908,987.1675,3723.615,3571.848,3673.028,4252.91,4673.474,3739.076,368.941,564.629,749.361,3133.314,3671.52,5818.44,6279.2,1202.9446,3174.3687,347.8375,364.64,516.82,197.83,449.04,307.62,460.67,222.34,150.23,150.72,190.72,2384.54
2012/7/19,293.3338,10572.013,1832.5,905.6854,987.5556,3761.962,3614.82,3686.166,4344.577,4723.888,3784.464,373.03,568.41,748.607,3129.675,3658.44,5783.86,6297.92,1191.7002,3183.0716,350.3594,363.92,517.78,196.43,448.91,309.09,466.92,224.93,149.28,147.96,190.98,2391.27
2012/7/20,294.0367,10572.013,1836.06,904.9684,989.1507,3668.516,3553.503,3649.784,4323.852,4649.597,3720.591,371.355,561.712,742.204,3080.488,3610.03,5721.63,6221.43,1176.3526,3153.3368,345.8725,361.64,518.11,193.42,442.63,305.45,460.7,223.27,148.39,147.37,191.35,2367.26
2012/7/23,288.9835,10572.013,1836.79,900.989,991.4157,3564.405,3498.626,3615.603,4222.508,4517.187,3632.548,361.698,556.255,735.58,3029.14,3552.38,5634.24,6154.23,1153.7295,3125.8844,341.2369,358.65,513.11,191.94,437.99,304.29,456.35,219.92,147.37,147.12,189.99,2346.22
2012/7/24,285.837,10572.013,1838.57,899.4869,992.3986,3532.862,3489.657,3582.553,4227.456,4494.084,3612.209,360.51,551.17,728.504,2985.412,3501.57,5554.38,6081.83,1137.7642,3099.6127,338.7485,357.28,505.94,191.31,433.08,300.7,452.13,216.6,146.83,144.54,188.35,2325.02
2012/7/25,287.4832,10572.013,1838.88,899.1871,993.0509,3554.615,3433.5,3582.529,4215.005,4479.612,3605.859,359.043,550.226,729.885,2994.051,3508.81,5561.32,6092.24,1142.0782,3097.895,337.5327,357.45,506.64,191.97,434.7,301.56,448.53,216.48,146.69,145.75,188.13,2324.33
2012/7/26,286.4518,10572.013,1838.29,903.4009,993.558,3714.412,3469.615,3643.495,4265.542,4607.33,3706.945,363.376,558.908,741.779,3025.834,3544.41,5615.16,6192.15,1152.5948,3147.1249,343.3606,363.35,520.18,195,439.21,306.52,454.98,217.77,148.35,150.12,191.28,2362.85
2012/7/27,288.578,10572.013,1830.47,906.4774,992.1035,3799.221,3513.377,3712.613,4336.45,4656.536,3769.047,373.433,570.132,755.466,3099.802,3630.94,5752.07,6322.02,1183.5725,3205.5292,350.0015,367.68,528.23,198.88,449.99,313.12,464.94,221.42,150.39,153.04,193.34,2408.07
2012/7/30,292.8934,10572.013,1835.48,907.9035,992.222,3810.439,3555.107,3711.462,4398.412,4704.118,3797.507,376.295,569.574,755,3076.013,3610.9,5732.62,6306,1172.0687,3205.2595,348.7786,369.64,529.55,198.19,447.71,312.25,465.04,221.38,150.62,154.03,194.17,2406.99
2012/7/31,289.9744,10663.528,1836.76,910.9633,992.219,3813.606,3585.193,3693.766,4431.445,4648.985,3795.857,377.746,567.117,751.579,3054.752,3589.81,5705.2,6269.78,1166.2686,3192.8099,344.6408,368.3,523.7,197.44,444.87,311.15,466.41,219.97,150.42,155.2,192.51,2396.62
2012/8/1,288.3862,10663.528,1833.8,912.5307,992.137,3815.105,3545.517,3682.672,4426.822,4690.379,3793.898,378.503,564.545,749.86,2989.884,3517.31,5595.81,6233.37,1138.5303,3185.0896,342.8057,366.35,526.23,196.56,444.42,309.31,464.72,219.89,150.15,154.95,191.17,2389.73
2012/8/2,283.0732,10663.528,1837.81,911.4958,992.6236,3705.08,3564.4,3653.866,4412.653,4627.951,3739.672,374.855,561.748,742.992,2987.833,3506.52,5565.59,6192.89,1137.7384,3161.7874,343.5405,363.48,517.51,194.8,440.19,307.54,462.49,217.21,150.27,153.96,189.77,2372.31
2012/8/3,287.4723,10663.528,1831.58,915.8874,991.1209,3876.602,3507.728,3723.475,4403.538,4756.793,3818.926,377.996,571.809,758.059,3061.136,3597.34,5717.21,6321.02,1168.5167,3220.1522,350.3456,369.35,529.72,199.79,445.67,314.09,472.01,221.28,151.63,153.94,191.94,2417.77
2012/8/6,287.6587,10663.528,1833.85,919.3565,991.445,3928.454,3584.466,3731.878,4463.21,4777.979,3862.634,383.834,573.369,760.016,3084.799,3624.25,5758.58,6341.76,1175.2888,3227.8769,351.5779,368.9,530.48,200.09,445.41,314.18,475.4,223.66,151.06,154.34,191.33,2423.46
2012/8/7,288.9476,10663.528,1829.16,920.9973,990.054,3962.098,3607.425,3756.452,4474.328,4810.895,3895.14,384.026,576.292,764.614,3120.411,3656.32,5794.34,6404.19,1180.4337,3240.2662,354.8049,367.26,537.5,201.17,444.81,317.07,479.44,226.04,149.21,153.75,189.52,2435.88
2012/8/8,289.6287,10663.528,1828.07,920.8016,989.9299,3937.264,3627.751,3757.207,4490.337,4839.654,3894.13,385.166,575.875,766.508,3108.727,3651.23,5799.7,6413,1173.9734,3242.518,353.2258,369.33,538.4,200.96,446.23,316.73,479.69,226.43,147.83,153.77,189.56,2438.16
2012/8/9,291.1303,10663.528,1827.84,920.1315,989.5418,3939.934,3645.184,3762.853,4503.383,4836.15,3903.385,388.678,575.998,767.978,3119.797,3663.96,5819.48,6424.8,1178.0781,3244.9928,352.849,367.8,540.36,200.83,445.91,316.78,481.04,227.57,147.27,153.73,189.66,2440.23
2012/8/10,288.0357,10663.528,1830.06,919.4427,990.2246,3926.721,3638.943,3772.125,4460.687,4849.814,3896.664,388.723,577.156,769.712,3114.178,3657.94,5810.82,6432.7,1173.4211,3253.1268,352.9315,367.71,542.1,200.96,447.92,318.25,481.92,227.54,147.55,154.88,190.28,2445.64
2012/8/13,284.919,10663.528,1829.94,920.3139,990.5842,3923.202,3633.112,3765.636,4456.893,4841.539,3889.466,386.11,577.445,767.546,3105.199,3649.02,5799.18,6420.03,1172.1434,3250.3518,352.8234,367.4,539.38,200.96,446.34,317.55,483.32,225.82,147.47,154.51,189.47,2443.05
2012/8/14,285.3022,10663.528,1824.96,919.8656,989.4241,3938.485,3617.681,3766.754,4464.655,4864.729,3898.163,387.999,577.905,766.84,3096.814,3637.37,5777.86,6410.78,1165.8452,3251.9426,353.4105,368.9,538.87,200.84,447.62,317.09,482.05,224.66,147.44,154.23,189.44,2443.16
2012/8/15,286.1773,10663.528,1819.1,918.9154,987.2878,3924.41,3604.77,3774.596,4446.371,4852.731,3889.111,386.807,579.176,768.264,3126.588,3671.43,5830.55,6440.65,1177.909,3255.034,354.7216,369.18,537.29,201.49,448.85,317.45,482.53,225.28,147.88,154.21,188.39,2446.82
2012/8/16,287.0747,10663.528,1816.69,920.2135,987.2763,3976.945,3647.586,3803.708,4474.856,4867.753,3927.944,387.466,583.594,773.647,3161.587,3711.92,5893.93,6491.75,1191.6184,3278.0128,357.636,369.86,542.49,202.84,447.47,320.35,489.97,228.45,149.06,153.98,187.72,2464.38
2012/8/17,287.8685,10663.528,1818.48,920.008,987.3709,3981.609,3669.899,3811.913,4488.598,4862.056,3936.729,385.58,585.808,773.869,3188.026,3743.16,5943.82,6510.63,1202.9563,3283.4499,359.283,370.26,541.32,203.42,445.03,321.92,493.22,228.16,149.2,153.85,187.45,2469
